question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566072906.34d751bae9ae6d8d211aba656d626f55.36.12,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.12,"(Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",Are you part of any other networks?,What are some other community names?,1.8333333333333333,6,"[3.0, 2.0, 3.0, 1.0, 0.0, 2.0]",1.1690451944500122
1566072906.34d751bae9ae6d8d211aba656d626f55.36.15,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.15,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over,",What is the name of this network?,Why are they not fully exploring te city?,0.14285714285714285,7,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.37796447300922725
1566072906.34d751bae9ae6d8d211aba656d626f55.36.15,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.15,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over,",What is the name of this network?,Is there a large hip-hop music scene in Baltimore?,1.0,7,"[1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0]",0.5773502691896257
1566072906.34d751bae9ae6d8d211aba656d626f55.36.18,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.18,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over, say, the Baltimore city designation proper. But in the middle, you see that there's something that connects the two communities together, and that's sports.",What sports do they enjoy?,What kind of sports connect the communities?,2.0,6,"[1.0, 1.0, 3.0, 3.0, 1.0, 3.0]",1.0954451150103321
1566072906.34d751bae9ae6d8d211aba656d626f55.36.18,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.18,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over, say, the Baltimore city designation proper. But in the middle, you see that there's something that connects the two communities together, and that's sports.",What sports do they enjoy?,What sports do the people of Baltimore care about?,2.5,6,"[1.0, 2.0, 3.0, 3.0, 3.0, 3.0]",0.8366600265340756
1566072906.34d751bae9ae6d8d211aba656d626f55.36.3,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.3,"When we think about mapping cities, we tend to think about roads and streets and buildings, and the settlement narrative that led to their creation, or you might think about the bold vision of an urban designer, but there's other ways to think about mapping cities and how they got to be made. Today, I want to show you a new kind of map. This is not a geographic map.",What kind of map is it?,What is new about this kind of map?,2.142857142857143,7,"[3.0, 3.0, 2.0, 1.0, 2.0, 2.0, 2.0]",0.6900655593423541
1566072906.34d751bae9ae6d8d211aba656d626f55.36.3,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.3,"When we think about mapping cities, we tend to think about roads and streets and buildings, and the settlement narrative that led to their creation, or you might think about the bold vision of an urban designer, but there's other ways to think about mapping cities and how they got to be made. Today, I want to show you a new kind of map. This is not a geographic map.",What kind of map is it?,What is a non-geograhic map?,2.125,8,"[1.0, 3.0, 2.0, 3.0, 3.0, 1.0, 1.0, 3.0]",0.9910312089651148
1566072906.34d751bae9ae6d8d211aba656d626f55.36.6,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.6,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",How diverse is this network?,How many communities are there?,2.0,6,"[2.0, 2.0, 2.0, 2.0, 1.0, 3.0]",0.6324555320336759
1566072906.34d751bae9ae6d8d211aba656d626f55.36.6,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.6,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",How diverse is this network?,What is considered a network?,1.1666666666666667,6,"[1.0, 2.0, 1.0, 1.0, 2.0, 0.0]",0.752772652709081
1566072906.34d751bae9ae6d8d211aba656d626f55.36.9,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.9,"(Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What are the geeks concerned about?,What kind of things are they concerned about?,2.142857142857143,7,"[0.0, 3.0, 3.0, 3.0, 3.0, 1.0, 2.0]",1.2149857925879117
1566072906.34d751bae9ae6d8d211aba656d626f55.36.9,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.9,"(Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What are the geeks concerned about?,What are the Latino folks concerned about?,1.6666666666666667,6,"[1.0, 1.0, 2.0, 3.0, 1.0, nan, 2.0]",0.816496580927726
1566072906.34d751bae9ae6d8d211aba656d626f55.63.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.0,"What if we work and save and invest, only to find that the world we retire into is more stressed and less secure than it is now? What if there isn't enough clean air and fresh water?",What should we do to better plan for retirement?,What is ESG?,0.2,5,"[0.0, nan, nan, 0.0, 0.0, 1.0, 0.0]",0.4472135954999579
1566072906.34d751bae9ae6d8d211aba656d626f55.63.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.0,"What if we work and save and invest, only to find that the world we retire into is more stressed and less secure than it is now? What if there isn't enough clean air and fresh water?",What should we do to better plan for retirement?,What is ESG?,0.75,4,"[2.0, 1.0, nan, nan, 0.0, 0.0]",0.9574271077563381
1566072906.34d751bae9ae6d8d211aba656d626f55.63.12,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.12,"Well, maybe not if you live in Boston. (Laughter) But my point is that we buy insurance to protect ourselves financially in case those things happen,",What is the best insurance to get?,Is the cost of insurance worth it with these odds?,1.5,6,"[2.0, 1.0, 2.0, 1.0, 3.0, 0.0]",1.0488088481701516
1566072906.34d751bae9ae6d8d211aba656d626f55.63.12,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.12,"Well, maybe not if you live in Boston. (Laughter) But my point is that we buy insurance to protect ourselves financially in case those things happen,",What is the best insurance to get?,What kind of insurance might there be for clean water and air?,2.142857142857143,7,"[2.0, 1.0, 3.0, 2.0, 3.0, 1.0, 3.0]",0.8997354108424375
1566072906.34d751bae9ae6d8d211aba656d626f55.63.15,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.15,"(Laughter) But my point is that we buy insurance to protect ourselves financially in case those things happen, right? So by investing sustainably we're doing two things.",What two things does sustainable investing do?,What are these two things?,2.5714285714285716,7,"[3.0, 3.0, 1.0, 3.0, 3.0, 2.0, 3.0]",0.7867957924694432
1566072906.34d751bae9ae6d8d211aba656d626f55.63.15,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.15,"(Laughter) But my point is that we buy insurance to protect ourselves financially in case those things happen, right? So by investing sustainably we're doing two things.",What two things does sustainable investing do?,What are the two things that investing sustainably does?,2.8333333333333335,6,"[3.0, 3.0, 3.0, 3.0, 3.0, 2.0]",0.408248290463863
1566072906.34d751bae9ae6d8d211aba656d626f55.63.18,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.18,"We're creating insurance, reducing the risk to our planet and to our economy, and at the same time, in the short term, we're not sacrificing performance.",How do we keep the economy safe?,How much is the risk reduced this way?,1.6666666666666667,6,"[2.0, 1.0, 2.0, 2.0, 1.0, 2.0]",0.5163977794943223
1566072906.34d751bae9ae6d8d211aba656d626f55.63.18,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.18,"We're creating insurance, reducing the risk to our planet and to our economy, and at the same time, in the short term, we're not sacrificing performance.",How do we keep the economy safe?,What are the risks to the economy?,1.6666666666666667,6,"[2.0, 2.0, 2.0, 2.0, 0.0, 2.0]",0.816496580927726
1566072906.34d751bae9ae6d8d211aba656d626f55.63.3,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.3,"Now a fair question might be, what if all this sustainability risk stuff is exaggerated, overstated, it's not urgent, something for virtuous consumers or lifestyle choice?",What sustainability risks can we avoid?,What is sustainability risk?,1.625,8,"[0.0, 3.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0]",0.9161253813129043
1566072906.34d751bae9ae6d8d211aba656d626f55.63.3,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.3,"Now a fair question might be, what if all this sustainability risk stuff is exaggerated, overstated, it's not urgent, something for virtuous consumers or lifestyle choice?",What sustainability risks can we avoid?,How do you define sustainability risk?,1.2857142857142858,7,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0]",0.48795003647426666
1566072906.34d751bae9ae6d8d211aba656d626f55.63.6,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.6,"Kennedy said something about this that is just spot on: ""There are risks and costs to a program of action, but they are far less than the long-range risks and costs of comfortable inaction.""",How do we choose better actions?,What are the long term risks of inaction in this case?,0.8571428571428571,7,"[0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0.6900655593423543
1566072906.34d751bae9ae6d8d211aba656d626f55.63.6,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.6,"Kennedy said something about this that is just spot on: ""There are risks and costs to a program of action, but they are far less than the long-range risks and costs of comfortable inaction.""",How do we choose better actions?,What are the long range costs of inaction on clean water and air?,0.8571428571428571,7,"[0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0]",1.0690449676496976
1566072906.34d751bae9ae6d8d211aba656d626f55.63.9,1566080968.493c6f2af71a1e7e6e66637c130101f9.63.9,"Kennedy said something about this that is just spot on: ""There are risks and costs to a program of action, but they are far less than the long-range risks and costs of comfortable inaction."" I can appreciate that there is estimation risk in this, but since this is based on widespread scientific consensus, the odds that it's not completely wrong are better than the odds that our house will burn down or we'll get in a car accident.",What is based on scientific consensus?,Is there any way to prove this?,0.8333333333333334,6,"[0.0, 1.0, 1.0, 0.0, 0.0, 3.0]",1.1690451944500122
1566072906.34d751bae9ae6d8d211aba656d626f55.63.9,1566090054.f5bdf2b20c8d244c079512682f602a2e.63.9,"Kennedy said something about this that is just spot on: ""There are risks and costs to a program of action, but they are far less than the long-range risks and costs of comfortable inaction."" I can appreciate that there is estimation risk in this, but since this is based on widespread scientific consensus, the odds that it's not completely wrong are better than the odds that our house will burn down or we'll get in a car accident.",What is based on scientific consensus?,What are the consensus on the odds?,1.8333333333333333,6,"[1.0, 1.0, 2.0, 2.0, 2.0, 3.0]",0.752772652709081
1566075165.0c102d3ae1111b77997f46899585aeec.138.0,1566100529.e891a04d3973c23977b5175c6952f4e2.138.0,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",How  many rings is going to hit the ten rings?,What was she throwing?,1.2857142857142858,7,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0]",0.7559289460184545
1566075165.0c102d3ae1111b77997f46899585aeec.138.0,1566132430.89baf23a3badba317f47c09326fa62e9.138.0,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",How  many rings is going to hit the ten rings?,What type of archery game are they playing? ,1.5,6,"[1.0, 2.0, 2.0, 1.0, 1.0, 2.0]",0.5477225575051661
1566075165.0c102d3ae1111b77997f46899585aeec.138.12,1566100529.e891a04d3973c23977b5175c6952f4e2.138.12,"It's so rare in American culture, there's so little that's vocational about it anymore, to look at what doggedness looks like with this level of exactitude, what it means to align your body posture for three hours in order to hit a target, pursuing a kind of excellence in obscurity. But I stayed",Why do you have to align you body for three hours ,What happened next?,1.2857142857142858,7,"[0.0, 1.0, nan, 3.0, 0.0, 2.0, 3.0, 0.0]",1.3801311186847085
1566075165.0c102d3ae1111b77997f46899585aeec.138.12,1566132430.89baf23a3badba317f47c09326fa62e9.138.12,"It's so rare in American culture, there's so little that's vocational about it anymore, to look at what doggedness looks like with this level of exactitude, what it means to align your body posture for three hours in order to hit a target, pursuing a kind of excellence in obscurity. But I stayed",Why do you have to align you body for three hours ,Why did the person think about leaving? ,1.125,8,"[2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0]",1.1259916264596033
1566075165.0c102d3ae1111b77997f46899585aeec.138.15,1566100529.e891a04d3973c23977b5175c6952f4e2.138.15,"So success is hitting that ten ring, but mastery is knowing that it means nothing if you can't do it again and again.",How many rings is success hitting ?,Did she win the competition?,0.3333333333333333,6,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.5163977794943222
1566075165.0c102d3ae1111b77997f46899585aeec.138.15,1566132430.89baf23a3badba317f47c09326fa62e9.138.15,"So success is hitting that ten ring, but mastery is knowing that it means nothing if you can't do it again and again.",How many rings is success hitting ?,Who is this person that decided to stay? ,0.3333333333333333,6,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.5163977794943222
1566075165.0c102d3ae1111b77997f46899585aeec.138.18,1566100529.e891a04d3973c23977b5175c6952f4e2.138.18,"It's not the same as success, which I see as an event, a moment in time, and a label that the world confers upon you.",What is as same as excellence ?,Was she a master?,0.8571428571428571,7,"[2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]",0.6900655593423541
1566075165.0c102d3ae1111b77997f46899585aeec.138.18,1566132430.89baf23a3badba317f47c09326fa62e9.138.18,"It's not the same as success, which I see as an event, a moment in time, and a label that the world confers upon you.",What is as same as excellence ?,Who is the speaker and their relation to the event? ,0.8,5,"[nan, 1.0, 0.0, 2.0, 0.0, 1.0]",0.8366600265340756
1566075165.0c102d3ae1111b77997f46899585aeec.138.3,1566100529.e891a04d3973c23977b5175c6952f4e2.138.3,"And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",For how many hours do you see her tenacity ,What activity was she doing?,1.5714285714285714,7,"[0.0, 3.0, 2.0, 1.0, 3.0, 1.0, 1.0]",1.1338934190276817
1566075165.0c102d3ae1111b77997f46899585aeec.138.3,1566132430.89baf23a3badba317f47c09326fa62e9.138.3,"And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",For how many hours do you see her tenacity ,Is she competing or practicing? ,1.4285714285714286,7,"[1.0, 3.0, 2.0, 3.0, 1.0, 0.0, 0.0]",1.2724180205607036
1566075165.0c102d3ae1111b77997f46899585aeec.138.6,1566100529.e891a04d3973c23977b5175c6952f4e2.138.6,"At the end of the practice, one of the archers was so taxed that she lied out on the ground just star-fished, her head looking up at the sky, trying to find what T.S.",Why is he looking up the sky?,What happened next?,0.5,6,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.5477225575051661
1566075165.0c102d3ae1111b77997f46899585aeec.138.6,1566132430.89baf23a3badba317f47c09326fa62e9.138.6,"At the end of the practice, one of the archers was so taxed that she lied out on the ground just star-fished, her head looking up at the sky, trying to find what T.S.",Why is he looking up the sky?,What is T.S.?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 2.0, 0.0, 1.0]",0.752772652709081
1566075165.0c102d3ae1111b77997f46899585aeec.138.9,1566100529.e891a04d3973c23977b5175c6952f4e2.138.9,"It's so rare in American culture, there's so little that's vocational about it anymore, to look at what doggedness looks like with this level of exactitude,",Why culture is there little thats vocation about any more ,Did she continue in the same fashion?,0.8,5,"[2.0, 2.0, 0.0, nan, 0.0, 0.0]",1.0954451150103321
1566075165.0c102d3ae1111b77997f46899585aeec.138.9,1566132430.89baf23a3badba317f47c09326fa62e9.138.9,"It's so rare in American culture, there's so little that's vocational about it anymore, to look at what doggedness looks like with this level of exactitude,",Why culture is there little thats vocation about any more ,What is this whole section even about?,0.8571428571428571,7,"[2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0]",0.8997354108424375
1566075165.0c102d3ae1111b77997f46899585aeec.16.0,1566100529.e891a04d3973c23977b5175c6952f4e2.16.0,"I want us, in the next decade, to build a space telescope that'll be able to image an Earth about another star and figure out whether it can harbor life.",What is the instrument that can be able to image on earth?,How powerful would the telescope need to be?,1.6666666666666667,6,"[2.0, 2.0, 2.0, 1.0, 3.0, 0.0]",1.0327955589886446
1566075165.0c102d3ae1111b77997f46899585aeec.16.0,1566132430.89baf23a3badba317f47c09326fa62e9.16.0,"I want us, in the next decade, to build a space telescope that'll be able to image an Earth about another star and figure out whether it can harbor life.",What is the instrument that can be able to image on earth?,What is it they want a telescope to do? ,1.6666666666666667,6,"[3.0, 2.0, 1.0, 1.0, 2.0, 1.0]",0.816496580927726
1566075165.0c102d3ae1111b77997f46899585aeec.16.12,1566100529.e891a04d3973c23977b5175c6952f4e2.16.12,"It was taken by the Voyager spacecraft in 1990, when they turned it around as it was exiting the solar system to take a picture of the Earth from six billion kilometers away. I want to take that of an Earth-like planet about another star. Why haven't we done that?",Can a earth -like planet be taken for another star?,Is it possible to take more photos like this?,0.7142857142857143,7,"[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]",0.4879500364742666
1566075165.0c102d3ae1111b77997f46899585aeec.16.12,1566132430.89baf23a3badba317f47c09326fa62e9.16.12,"It was taken by the Voyager spacecraft in 1990, when they turned it around as it was exiting the solar system to take a picture of the Earth from six billion kilometers away. I want to take that of an Earth-like planet about another star. Why haven't we done that?",Can a earth -like planet be taken for another star?,Why haven't they done what? ,0.3333333333333333,6,"[1.0, 0.0, 0.0, 0.0, 0.0, nan, 1.0]",0.5163977794943223
1566075165.0c102d3ae1111b77997f46899585aeec.16.15,1566100529.e891a04d3973c23977b5175c6952f4e2.16.15,"Well to see, let's imagine we take the Hubble Space Telescope and we turn it around and we move it out to the orbit of Mars.",Hubble space telescope can be used for what ?,Would you be able to photograph Mars?,1.2857142857142858,7,"[0.0, 1.0, 1.0, 3.0, 0.0, 3.0, 1.0]",1.2535663410560174
1566075165.0c102d3ae1111b77997f46899585aeec.16.15,1566132430.89baf23a3badba317f47c09326fa62e9.16.15,"Well to see, let's imagine we take the Hubble Space Telescope and we turn it around and we move it out to the orbit of Mars.",Hubble space telescope can be used for what ?,What type of picture is it the person is wanting? ,1.4285714285714286,7,"[1.0, 2.0, 2.0, 1.0, 0.0, 2.0, 2.0]",0.7867957924694431
1566075165.0c102d3ae1111b77997f46899585aeec.16.18,1566100529.e891a04d3973c23977b5175c6952f4e2.16.18,"We'll see something like that, a slightly blurry picture of the Earth, because we're a fairly small telescope out at the orbit of Mars.",Why is a slightly blurry picture of the earth ?,But can you photograph the other planets?,1.1666666666666667,6,"[1.0, 1.0, 0.0, 1.0, 1.0, nan, 3.0]",0.983192080250175
1566075165.0c102d3ae1111b77997f46899585aeec.16.18,1566132430.89baf23a3badba317f47c09326fa62e9.16.18,"We'll see something like that, a slightly blurry picture of the Earth, because we're a fairly small telescope out at the orbit of Mars.",Why is a slightly blurry picture of the earth ?,What is the subject of the photo this person seeks? ,1.5714285714285714,7,"[2.0, 0.0, 1.0, 1.0, 2.0, 2.0, 3.0]",0.9759000729485331
1566075165.0c102d3ae1111b77997f46899585aeec.16.3,1566100529.e891a04d3973c23977b5175c6952f4e2.16.3,"Astronomers now believe that every star in the galaxy has a planet, and they speculate that up to one fifth of them have an Earth-like planet that might be able to harbor life,",Does every star in the galaxy has planet ?,Are there more planets than we currently think there are?,1.8571428571428572,7,"[2.0, 1.0, 2.0, 3.0, 1.0, 2.0, 2.0]",0.6900655593423541
1566075165.0c102d3ae1111b77997f46899585aeec.16.3,1566132430.89baf23a3badba317f47c09326fa62e9.16.3,"Astronomers now believe that every star in the galaxy has a planet, and they speculate that up to one fifth of them have an Earth-like planet that might be able to harbor life,",Does every star in the galaxy has planet ?,What are astronomers planning on doing if they ever find such a planet? ,0.42857142857142855,7,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.5345224838248488
1566075165.0c102d3ae1111b77997f46899585aeec.16.6,1566100529.e891a04d3973c23977b5175c6952f4e2.16.6,"Astronomers now believe that every star in the galaxy has a planet, and they speculate that up to one fifth of them have an Earth-like planet that might be able to harbor life, but we haven't seen any of them. We've only detected them indirectly.",Did all the Earth-like planet has speculate ?,How many planets do you think there are?,1.1666666666666667,6,"[2.0, nan, 0.0, 1.0, 1.0, 3.0, 0.0]",1.1690451944500122
1566075165.0c102d3ae1111b77997f46899585aeec.16.6,1566132430.89baf23a3badba317f47c09326fa62e9.16.6,"Astronomers now believe that every star in the galaxy has a planet, and they speculate that up to one fifth of them have an Earth-like planet that might be able to harbor life, but we haven't seen any of them. We've only detected them indirectly.",Did all the Earth-like planet has speculate ?,How did astronomers detect Earth like planets indirectly? ,1.7142857142857142,7,"[3.0, 3.0, 2.0, 3.0, 0.0, 1.0, nan, 0.0]",1.3801311186847085
1566075165.0c102d3ae1111b77997f46899585aeec.16.9,1566100529.e891a04d3973c23977b5175c6952f4e2.16.9,"It was taken by the Voyager spacecraft in 1990, when they turned it around as it was exiting the solar system to take a picture of the Earth from six billion kilometers away.",When was Voyager spacecraft taken ?,Are there other pictures like this?,0.5,6,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.5477225575051661
1566075165.0c102d3ae1111b77997f46899585aeec.16.9,1566132430.89baf23a3badba317f47c09326fa62e9.16.9,"It was taken by the Voyager spacecraft in 1990, when they turned it around as it was exiting the solar system to take a picture of the Earth from six billion kilometers away.",When was Voyager spacecraft taken ?,How far is six billion kilometers? ,0.16666666666666666,6,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.408248290463863
1566075165.0c102d3ae1111b77997f46899585aeec.41.0,1566100529.e891a04d3973c23977b5175c6952f4e2.41.0,"Other boy bands, country singers, gospel music, funk and rap and stand-up comedy, and there's even a whole section around drugs and jokes.",Why did you have a tremendous diversity of people,What exactly is TEDxRio?,0.3333333333333333,6,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.5163977794943222
1566075165.0c102d3ae1111b77997f46899585aeec.41.0,1566132430.89baf23a3badba317f47c09326fa62e9.41.0,"Other boy bands, country singers, gospel music, funk and rap and stand-up comedy, and there's even a whole section around drugs and jokes.",Why did you have a tremendous diversity of people,What is TEDxRio?,0.2857142857142857,7,"[1.0, 0.0, nan, 0.0, 0.0, 0.0, 1.0, 0.0]",0.48795003647426666
1566075165.0c102d3ae1111b77997f46899585aeec.41.12,1566100529.e891a04d3973c23977b5175c6952f4e2.41.12,"So what can we do with it? Well, I think the first thing that we can try to understand is that segregation is a social construct.",How can we understand that it is segregation is a social construct ?,How does this data display segregation?,1.4444444444444444,9,"[1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0]",0.7264831572567789
1566075165.0c102d3ae1111b77997f46899585aeec.41.12,1566132430.89baf23a3badba317f47c09326fa62e9.41.12,"So what can we do with it? Well, I think the first thing that we can try to understand is that segregation is a social construct.",How can we understand that it is segregation is a social construct ?,What exactly is the purpose of what is being explained? ,1.4285714285714286,7,"[0.0, 3.0, 2.0, 3.0, 2.0, 0.0, 0.0]",1.3972762620115438
1566075165.0c102d3ae1111b77997f46899585aeec.41.15,1566100529.e891a04d3973c23977b5175c6952f4e2.41.15,"It's something that we choose to do, and we could choose not to do it, and if you kind of think about it, what we're doing with this data is aiming a space telescope at a city and looking at it as if was a giant high school cafeteria,",What is data trying to do?,Why did you choose to do it?,0.42857142857142855,7,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]",0.5345224838248488
1566075165.0c102d3ae1111b77997f46899585aeec.41.15,1566132430.89baf23a3badba317f47c09326fa62e9.41.15,"It's something that we choose to do, and we could choose not to do it, and if you kind of think about it, what we're doing with this data is aiming a space telescope at a city and looking at it as if was a giant high school cafeteria,",What is data trying to do?,Who is this data aimed at helping?,2.142857142857143,7,"[1.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0]",0.6900655593423543
1566075165.0c102d3ae1111b77997f46899585aeec.41.18,1566100529.e891a04d3973c23977b5175c6952f4e2.41.18,"what we're doing with this data is aiming a space telescope at a city and looking at it as if was a giant high school cafeteria, and seeing how everybody arranged themselves in a seating chart. Well maybe it's time to shake up the seating chart a little bit.",What can you look at seeing how everybody arranged themselves ,"What do you mean by ""shake up the seating chart""?",1.2,5,"[1.0, 1.0, nan, 2.0, 1.0, 1.0]",0.4472135954999579
1566075165.0c102d3ae1111b77997f46899585aeec.41.18,1566132430.89baf23a3badba317f47c09326fa62e9.41.18,"what we're doing with this data is aiming a space telescope at a city and looking at it as if was a giant high school cafeteria, and seeing how everybody arranged themselves in a seating chart. Well maybe it's time to shake up the seating chart a little bit.",What can you look at seeing how everybody arranged themselves ,How are they going to 'shake up the seating chart'?,1.1666666666666667,6,"[1.0, 1.0, 1.0, 1.0, 2.0, 1.0]",0.408248290463863
1566075165.0c102d3ae1111b77997f46899585aeec.41.3,1566100529.e891a04d3973c23977b5175c6952f4e2.41.3,"Other boy bands, country singers, gospel music, funk and rap and stand-up comedy, and there's even a whole section around drugs and jokes. How cool is that? And then the Flamengo football team is also represented here.",Was the Flamengo football football team represented there ?,How does football tie into TEDxRio?,1.1666666666666667,6,"[1.0, 0.0, 2.0, 1.0, 2.0, 1.0]",0.752772652709081
1566075165.0c102d3ae1111b77997f46899585aeec.41.3,1566132430.89baf23a3badba317f47c09326fa62e9.41.3,"Other boy bands, country singers, gospel music, funk and rap and stand-up comedy, and there's even a whole section around drugs and jokes. How cool is that? And then the Flamengo football team is also represented here.",Was the Flamengo football football team represented there ?,What type of website is this? ,0.8333333333333334,6,"[0.0, 1.0, 0.0, 1.0, 0.0, 3.0]",1.1690451944500122
1566075165.0c102d3ae1111b77997f46899585aeec.41.6,1566100529.e891a04d3973c23977b5175c6952f4e2.41.6,"So you have that same kind of spread of sports and civics and the arts and music, but it's represented in a very different way, and I think that maybe fits with our understanding of Rio as being a very multicultural, musically diverse city.",Are you fit to understanding Rio as being a very multicultural?,Are current events included?,0.5,6,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0]",0.5477225575051661
1566075165.0c102d3ae1111b77997f46899585aeec.41.6,1566132430.89baf23a3badba317f47c09326fa62e9.41.6,"So you have that same kind of spread of sports and civics and the arts and music, but it's represented in a very different way, and I think that maybe fits with our understanding of Rio as being a very multicultural, musically diverse city.",Are you fit to understanding Rio as being a very multicultural?,What exactly is being described in whole here? ,0.5,6,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0]",0.5477225575051662
1566075165.0c102d3ae1111b77997f46899585aeec.41.9,1566100529.e891a04d3973c23977b5175c6952f4e2.41.9,"It's an incredibly rich set of data that we have about cities now, maybe even richer than any data set that we've ever had before.",How was the data you have ?,What do you do with this data?,1.8333333333333333,6,"[1.0, 1.0, 2.0, 2.0, 2.0, 3.0]",0.752772652709081
1566075165.0c102d3ae1111b77997f46899585aeec.41.9,1566132430.89baf23a3badba317f47c09326fa62e9.41.9,"It's an incredibly rich set of data that we have about cities now, maybe even richer than any data set that we've ever had before.",How was the data you have ?,"Is the website for all cities, or exclusively Rio? ",0.3333333333333333,6,"[0.0, 0.0, 0.0, 1.0, 0.0, nan, 1.0]",0.5163977794943223
1566075525.706ac7c54d98a2780534d413a904ff3f.133.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray.,Why do you admire Elizabeth Murray?,What was their job there?,0.625,8,"[0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0]",0.7440238091428449
1566075525.706ac7c54d98a2780534d413a904ff3f.133.0,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray.,Why do you admire Elizabeth Murray?,What did the retrospective teach you?,0.625,8,"[0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0]",0.7440238091428449
