id,excerpt_number,chunk_number,worker,type,content,wh_type,answered,highlight,prior_question,best_answer,coherence,naturalness,comment,relatedness,source,chunk_start,chunk_end,highlight_start,highlight_end
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.9,1,3,Cameron,question,what can be done to make it resolve?,what,1.0,Now it's not resolved at all,,1566113453.054a773f410e7eb78c8ab11b22ad1769.18.10,,,,1.4548611111111112,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1500.0,1599.0,1569.0,1597.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.10,1,4,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.18.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1599.0,1689.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.12,1,4,Cameron,question,what can we see from this distance?,what,5.0,let's move yet again ten times further away,,1566113453.054a773f410e7eb78c8ab11b22ad1769.18.13,,,,1.4642857142857142,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1599.0,1689.0,1644.0,1687.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.13,1,5,Cameron,answer,The sun,,5.0,sun move into the field of view,['1566113453.054a773f410e7eb78c8ab11b22ad1769.18.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,1885.0,1780.0,1811.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.14,1,5,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.18.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,1885.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.15,1,5,Cameron,question,What will we see from this distance?,what,5.0,ten times further away,,1566113453.054a773f410e7eb78c8ab11b22ad1769.18.16,,,,1.5535714285714284,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,1885.0,1861.0,1883.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.16,1,6,Cameron,answer,All we can see is the star and its brightness. ,,5.0,big beaming image of the star,['1566113453.054a773f410e7eb78c8ab11b22ad1769.18.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1885.0,2070.0,1989.0,2018.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.18,1,6,Cameron,question,Can you make out anything other than the brightness?,unknown,1.0,ten billion times brighter than the planet,,1566113453.054a773f410e7eb78c8ab11b22ad1769.18.19,,,,1.011904761904762,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1885.0,2070.0,2026.0,2068.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.19,1,7,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.18.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2070.0,2141.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.18.21,1,0,Cameron,evaluation,,,,,,,5.0,5.0,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1012.0,2070.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.0,2,0,Cameron,question,How would you shake it up?,how,2.0,shake up the seating chart a little bit,,1566113453.054a773f410e7eb78c8ab11b22ad1769.43.5,,,,1.7083333333333333,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4472.0,4837.0,4796.0,4835.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.1,2,1,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4837.0,5102.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.3,2,1,Cameron,question,what does contribute to the development of diversity? ,what,1.0,race doesn't really contribute to our development of diversity,,1566113453.054a773f410e7eb78c8ab11b22ad1769.43.4,,,,2.4523809523809517,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4837.0,5102.0,5038.0,5100.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.4,2,2,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5102.0,5400.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.5,2,2,Cameron,non-answer,,,2.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5102.0,5400.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.6,2,2,Cameron,question,What are those interventions? ,what,2.0,create interventions to start to reshape our cities,,1566113453.054a773f410e7eb78c8ab11b22ad1769.43.11,,,,1.2857142857142856,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5102.0,5400.0,5287.0,5338.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.7,2,3,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5400.0,5466.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.8,2,3,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5400.0,5466.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.9,2,3,Cameron,question,Why is it your responsibility?,why,1.0,bear some responsibility to do so,,1566113453.054a773f410e7eb78c8ab11b22ad1769.43.10,,,,0.5803571428571428,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5400.0,5466.0,5412.0,5445.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.10,2,4,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5466.0,5821.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.11,2,4,Cameron,non-answer,,,2.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5466.0,5821.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.12,2,4,Cameron,question,How will documenting help diversity?,how,1.0,document those relationships in a real way,,1566113453.054a773f410e7eb78c8ab11b22ad1769.43.13,,,,1.8333333333333333,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5466.0,5821.0,5689.0,5731.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.13,2,5,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5821.0,87.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.14,2,5,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.43.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,5821.0,87.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.43.15,2,0,Cameron,evaluation,,,,,,,5.0,5.0,,,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,4472.0,5821.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.0,3,0,Cameron,question,What is mastery?,what,5.0,Mastery is not just the same as excellence,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.1,,,,0.9583333333333331,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3036.0,3432.0,3262.0,3304.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.1,3,1,Cameron,answer,The constant pursuit of a goal.,,5.0,commitment to a goal but to a constant pursuit,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3432.0,3583.0,3449.0,3495.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.3,3,1,Cameron,question,How do yo find value in a near win?,how,2.0,to value the near win,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.4,,,,1.488095238095238,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3432.0,3583.0,3560.0,3581.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.4,3,2,Cameron,non-answer,,,2.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3583.0,3777.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.6,3,2,Cameron,question,How is the creator finding value with something they are clearly unsatisfied with? ,how,2.0,"creator considers it hopelessly unfinished, riddled with difficulties",,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.7,,,,0.9523809523809524,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3583.0,3777.0,3668.0,3737.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.7,3,3,Cameron,non-answer,,,2.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3777.0,4013.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.8,3,3,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3777.0,4013.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.9,3,3,Cameron,question,How are they valuing their near wins?,how,1.0,deliberately leave them aside,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.10,,,,1.21875,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3777.0,4013.0,3933.0,3962.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.10,3,4,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4013.0,4234.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.11,3,4,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4013.0,4234.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.12,3,4,Cameron,question,Did he find value in the other ninety percent?,aux,1.0,only signed 10 percent of his paintings,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.13,,,,1.5238095238095235,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4013.0,4234.0,4068.0,4107.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.13,3,5,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4234.0,4416.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.14,3,5,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4234.0,4416.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.15,3,5,Cameron,question,How was he valuing them when wanting them destroyed?,how,1.0,burned upon his death,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.16,,,,1.2916666666666667,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4234.0,4416.0,4393.0,4414.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.16,3,6,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4416.0,4614.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.17,3,6,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4416.0,4614.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.18,3,6,Cameron,question,How is this an example of valuing anything?,how,1.0,His friend refused to honor,,1566113453.054a773f410e7eb78c8ab11b22ad1769.140.19,,,,0.7881944444444444,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4416.0,4614.0,4416.0,4443.0
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.19,3,7,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4614.0,4814.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.20,3,7,Cameron,non-answer,,,1.0,,['1566113453.054a773f410e7eb78c8ab11b22ad1769.140.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4614.0,4814.0,,
1566113453.054a773f410e7eb78c8ab11b22ad1769.140.21,3,0,Cameron,evaluation,,,,,,,5.0,5.0,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,3036.0,4614.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.0,1,0,Kerstin,question,Where are we going next?,where,3.0,Now we're at Alpha Centauri,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.5,,,,0.5857142857142856,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,2070.0,1885.0,1912.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.1,1,1,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2070.0,2141.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.3,1,1,Kerstin,question,Why do we want to see the star?,why,3.0,we want to see,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.4,,,,1.4666666666666666,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2070.0,2141.0,2125.0,2139.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.4,1,2,Kerstin,answer,To observe diffraction.,,3.0,light from the star is diffracting,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,2167.0,2201.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.5,1,2,Kerstin,answer,It seems we're stopping here.,,3.0,The light from the star,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,2163.0,2186.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.6,1,2,Kerstin,question,What happens when light diffracts?,what,5.0,light from the star is diffracting,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.7,,,,1.0496031746031744,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,2167.0,2201.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.7,1,3,Kerstin,answer,The light is scattering inside the telescope and causes the view of the planet to be obscured.,,5.0,scattering inside the telescope,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2203.0,2372.0,2208.0,2239.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.9,1,3,Kerstin,question,What are we going to do about all that light?,what,2.0,have to do something,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.10,,,,2.0476190476190474,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2203.0,2372.0,2326.0,2346.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.10,1,4,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2372.0,2544.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.12,1,4,Kerstin,question,What's the technology?,unknown,4.0,tell you about one,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.17,,,,2.2523809523809524,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2372.0,2544.0,2490.0,2508.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.13,1,5,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2544.0,2742.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.14,1,5,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2544.0,2742.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.15,1,5,Kerstin,question,What did Lyman Spitzer make?,what,5.0,It was first suggested by Lyman Spitzer,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.16,,,,1.2809523809523808,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2544.0,2742.0,2612.0,2651.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.16,1,6,Kerstin,answer,A solar eclipse,,5.0,That's a solar eclipse,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2742.0,2788.0,2764.0,2786.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.17,1,6,Kerstin,answer,A solar eclipse,,4.0,That's a solar eclipse,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2742.0,2788.0,2764.0,2786.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.18,1,6,Kerstin,question,Can you only observe during a rare solar eclipse then?,unknown,2.0,That's a solar eclipse,,1566124214.11a61cd03400929595ccc3f59c7b5971.20.19,,,,1.0333333333333334,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2742.0,2788.0,2764.0,2786.0
1566124214.11a61cd03400929595ccc3f59c7b5971.20.19,1,7,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.20.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2788.0,2901.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.20.21,1,0,Kerstin,evaluation,,,,,,,5.0,5.0,"Yes! It keeps moving my highlights around. And at a couple points, the question was sort of answered, but it hadn't come back to it recently and I couldn't select the text that was now dimmed that had answered it.",,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,2788.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.0,2,0,Kerstin,question,What are some of the biggest drivers of change?,what,2.0,some of the biggest drivers of change,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.1,,,,2.033333333333333,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,71.0,223.0,184.0,221.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.1,2,1,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,223.0,385.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.3,2,1,Kerstin,question,What do environmental and social issues have to do with change?,what,4.0,environmental and social issues,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.4,,,,0.9666666666666668,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,223.0,385.0,327.0,358.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.4,2,2,Kerstin,answer,Ignoring them can put expected returns in danger in the long run.,,4.0,jeopardize future long-term returns,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,385.0,489.0,452.0,487.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.5,2,2,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,385.0,489.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.6,2,2,Kerstin,question,Do long-term returns bring in more revenue than short term ones?,aux,1.0,jeopardize future long-term,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.7,,,,1.3380952380952382,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,385.0,489.0,452.0,479.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.7,2,3,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,489.0,693.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.9,2,3,Kerstin,question,Why does do institutional investors have more power to influence?,why,1.0,balance of power to really influence,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.10,,,,1.5726190476190476,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,489.0,693.0,537.0,573.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.10,2,4,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,693.0,842.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.11,2,4,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,693.0,842.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.12,2,4,Kerstin,question,Why is sustainable investing so important?,why,4.0,more important than we can imagine.,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.13,,,,1.9714285714285715,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,693.0,842.0,806.0,841.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.13,2,5,Kerstin,answer,An aging and expanding population,,4.0,population that's both growing and aging,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,842.0,1017.0,892.0,932.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.14,2,5,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,842.0,1017.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.45.15,2,5,Kerstin,question,What does the population number have to do with investing?,what,5.0,seven billion souls today heading to 10 billion,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.16,,,,1.3452380952380951,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,842.0,1017.0,942.0,989.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.16,2,6,Kerstin,answer,"Natural resource depletion, emissions, and climate change",,5.0,climate change,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,1017.0,1246.0,1133.0,1147.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.18,2,6,Kerstin,question,What else is there?,what,5.0,that's not all,,1566124214.11a61cd03400929595ccc3f59c7b5971.45.19,,,,1.6914285714285715,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,1017.0,1246.0,1230.0,1244.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.19,2,7,Kerstin,answer,The text meant that they're also economic issues.,,5.0,economic issues,['1566124214.11a61cd03400929595ccc3f59c7b5971.45.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,1246.0,1472.0,1254.0,1269.0
1566124214.11a61cd03400929595ccc3f59c7b5971.45.21,2,0,Kerstin,evaluation,,,,,,,5.0,5.0,This one was difficult because the information was pretty self contained for each statement early on.,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,71.0,1246.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.0,3,0,Kerstin,question,Were there any other works saved?,unknown,1.0,"'America,' 'The Trial' and 'The Castle,'",,1566124214.11a61cd03400929595ccc3f59c7b5971.142.1,,,,0.6476190476190475,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4234.0,4614.0,4524.0,4564.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.1,3,1,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4614.0,4814.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.3,3,1,Kerstin,question,Is this the concept of pursuing mastery something that most artists experience?,aux,1.0,pursuit of mastery,,1566124214.11a61cd03400929595ccc3f59c7b5971.142.4,,,,1.2380952380952381,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4614.0,4814.0,4618.0,4636.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.4,3,2,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4814.0,4958.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.5,3,2,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4814.0,4958.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.6,3,2,Kerstin,question,Does anyone ever arrive at mastery?,aux,3.0,"Mastery is in the reaching, not the arriving",,1566124214.11a61cd03400929595ccc3f59c7b5971.142.7,,,,1.7035714285714283,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4814.0,4958.0,4912.0,4956.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.7,3,3,Kerstin,answer,"It sort of seems like an ongoing concept, so it's not something you can arrive at.",,3.0,sacrificing,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4958.0,5141.0,5068.0,5079.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.8,3,3,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4958.0,5141.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.9,3,3,Kerstin,question,Why is crafting your career not under the effects of mastery?,why,2.0,not for the sake of crafting your career.,,1566124214.11a61cd03400929595ccc3f59c7b5971.142.10,,,,1.1083333333333332,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,4958.0,5141.0,5099.0,5140.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.10,3,4,Kerstin,non-answer,,,2.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,5141.0,5368.0,,
1566124214.11a61cd03400929595ccc3f59c7b5971.142.12,3,4,Kerstin,question,What things did Ben Saunders do?,what,1.0,Arctic explorer Ben Saunders,,1566124214.11a61cd03400929595ccc3f59c7b5971.142.13,,,,1.8857142857142857,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,5141.0,5368.0,5257.0,5285.0
1566124214.11a61cd03400929595ccc3f59c7b5971.142.13,3,5,Kerstin,non-answer,,,1.0,,['1566124214.11a61cd03400929595ccc3f59c7b5971.142.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,5368.0,5465.0,,
